wiktionary-cldr-merge	spa	http://wiktionary.org/	CC BY-SA
07825972-n	spa:lemma	soja	
07825972-n	spa:lemma	salsa	
07825972-n	spa:lemma	de	
07825972-n	spa:lemma	soya	
07825972-n	spa:lemma	soja	
07826453-n	spa:lemma	angélica	
07826653-n	spa:lemma	anís	
07827284-n	spa:lemma	azafrán	
07828807-n	spa:lemma	vainilla	
07828987-n	spa:lemma	vinagre	
07829412-n	spa:lemma	salsa	
07831267-n	spa:lemma	salsa	
07831267-n	spa:lemma	de	
07831267-n	spa:lemma	tomate	
07834507-n	spa:lemma	mayonesa	
07834774-n	spa:lemma	ajiaceite	
07834774-n	spa:lemma	alioli	
07835331-n	spa:lemma	salsa	
07835331-n	spa:lemma	barbacoa	
07838551-n	spa:lemma	mole	
07840520-n	spa:lemma	salsa	
07840520-n	spa:lemma	Worcestershire	
07840520-n	spa:lemma	salsa	
07840520-n	spa:lemma	inglesa	
07840672-n	spa:lemma	agua	
07840672-n	spa:lemma	de	
07840672-n	spa:lemma	coco	
07840672-n	spa:lemma	leche	
07840672-n	spa:lemma	de	
07840672-n	spa:lemma	coco	
07840804-n	spa:lemma	huevo	
07841037-n	spa:lemma	albumen	
07841037-n	spa:lemma	clara	
07841345-n	spa:lemma	yema	
07841907-n	spa:lemma	huevo	
07841907-n	spa:lemma	de	
07841907-n	spa:lemma	Pascua	
07842202-n	spa:lemma	huevo	
07842202-n	spa:lemma	escalfado	
07842753-n	spa:lemma	tortilla	
07842753-n	spa:lemma	tortilla	
07842753-n	spa:lemma	de	
07842753-n	spa:lemma	huevos	
07844042-n	spa:lemma	leche	
07846471-n	spa:lemma	leche	
07846471-n	spa:lemma	condensada	
07847047-n	spa:lemma	suero	
07847047-n	spa:lemma	de	
07847047-n	spa:lemma	mantequilla	
07847198-n	spa:lemma	nata	
07847198-n	spa:lemma	crema	
07848093-n	spa:lemma	crema	
07848093-n	spa:lemma	agria	
07848338-n	spa:lemma	mantequilla	
07848338-n	spa:lemma	manteca	
07849336-n	spa:lemma	yogur	
07850329-n	spa:lemma	queso	
07851926-n	spa:lemma	queso	
07851926-n	spa:lemma	procesado	
07852045-n	spa:lemma	queso	
07852045-n	spa:lemma	azul	
07854455-n	spa:lemma	requesón	
07854455-n	spa:lemma	quark	
07855510-n	spa:lemma	crema	
07855510-n	spa:lemma	de	
07855510-n	spa:lemma	cacahuate	
07855510-n	spa:lemma	mantequilla	
07855510-n	spa:lemma	de	
07855510-n	spa:lemma	maní	
07858197-n	spa:lemma	paté	
07858595-n	spa:lemma	edulcorante	
07858841-n	spa:lemma	aspartamo	
07858978-n	spa:lemma	miel	
07859142-n	spa:lemma	sacarina	
07859284-n	spa:lemma	azúcar	
07859583-n	spa:lemma	almíbar	
07859583-n	spa:lemma	jarabe	
07859951-n	spa:lemma	melaza	
07860103-n	spa:lemma	zahína	
07860208-n	spa:lemma	melaza	
07860629-n	spa:lemma	maná	
07860805-n	spa:lemma	batido	
07860988-n	spa:lemma	masa	
07860988-n	spa:lemma	pasta	
07866015-n	spa:lemma	croqueta	
07866723-n	spa:lemma	rollo	
07866723-n	spa:lemma	de	
07866723-n	spa:lemma	huevo	
07868200-n	spa:lemma	torrijas	
07869391-n	spa:lemma	picadillo	
07869391-n	spa:lemma	guiso	
07870167-n	spa:lemma	lasaña	
07871436-n	spa:lemma	albóndiga	
07872170-n	spa:lemma	paste	
07873807-n	spa:lemma	pizza	
07874780-n	spa:lemma	gachas	
07876189-n	spa:lemma	chucrut	
07879450-n	spa:lemma	sushi	
07879659-n	spa:lemma	tamal	
07880458-n	spa:lemma	schnitzel	
07880583-n	spa:lemma	tortilla	
07881800-n	spa:lemma	bebida	
07881800-n	spa:lemma	trago	
07883251-n	spa:lemma	brebaje	
07883510-n	spa:lemma	elíxir	
07883510-n	spa:lemma	de	
07883510-n	spa:lemma	la	
07883510-n	spa:lemma	vida	
07884413-n	spa:lemma	brindis	
07884567-n	spa:lemma	alcohol	
07885937-n	spa:lemma	libación	
07886849-n	spa:lemma	cerveza	
07888909-n	spa:lemma	malta	
07889510-n	spa:lemma	cerveza	
07889510-n	spa:lemma	inglesa	
07889510-n	spa:lemma	ale	
07889510-n	spa:lemma	cerveza	
07889510-n	spa:lemma	ale	
07890617-n	spa:lemma	kvas	
07890750-n	spa:lemma	aguamiel	
07891309-n	spa:lemma	gaseosa	
07891309-n	spa:lemma	de	
07891309-n	spa:lemma	jengibre	
07891433-n	spa:lemma	sake	
07891726-n	spa:lemma	vino	
07892418-n	spa:lemma	vendimia	
07892512-n	spa:lemma	vino	
07892512-n	spa:lemma	tinto	
07892813-n	spa:lemma	vino	
07892813-n	spa:lemma	blanco	
07893642-n	spa:lemma	champaña	
07893642-n	spa:lemma	champán	
07895435-n	spa:lemma	clarete	
07895435-n	spa:lemma	vino	
07895435-n	spa:lemma	clarete	
07895710-n	spa:lemma	Cabernet	
07895710-n	spa:lemma	Sauvignon	
07897116-n	spa:lemma	retsina	
07899108-n	spa:lemma	vermú	
07900958-n	spa:lemma	jerez	
07901587-n	spa:lemma	licor	
07903208-n	spa:lemma	brandy	
07903643-n	spa:lemma	Calvados	
07904072-n	spa:lemma	kirsch	
07904395-n	spa:lemma	ginebra	
07905038-n	spa:lemma	ron	
07905979-n	spa:lemma	tequila	
07906111-n	spa:lemma	vodka	
07906284-n	spa:lemma	whisky	
07906284-n	spa:lemma	güisqui	
07906718-n	spa:lemma	bourbon	
07907548-n	spa:lemma	whisky	
07907548-n	spa:lemma	de	
07907548-n	spa:lemma	malta	
07907943-n	spa:lemma	licor	
07908411-n	spa:lemma	ajenjo	
07908411-n	spa:lemma	absintio	
07911677-n	spa:lemma	coctel	
07911677-n	spa:lemma	cóctel	
07919165-n	spa:lemma	zombi	
07919165-n	spa:lemma	zombie	
07920222-n	spa:lemma	latte	
07920540-n	spa:lemma	café	
07920540-n	spa:lemma	helado	
07920663-n	spa:lemma	café	
07920663-n	spa:lemma	instantáneo	
07920989-n	spa:lemma	moca	
07921360-n	spa:lemma	leche	
07921360-n	spa:lemma	chocolatada	
07921455-n	spa:lemma	sidra	
07922764-n	spa:lemma	chocolate	
07922764-n	spa:lemma	caliente	
07923297-n	spa:lemma	batido	
07923297-n	spa:lemma	licuado	
07923748-n	spa:lemma	zumo	
07923748-n	spa:lemma	jugo	
07924033-n	spa:lemma	jugo	
07924033-n	spa:lemma	de	
07924033-n	spa:lemma	fruta	
07924366-n	spa:lemma	jugo	
07924366-n	spa:lemma	de	
07924366-n	spa:lemma	manzana	
07924366-n	spa:lemma	zumo	
07924366-n	spa:lemma	de	
07924366-n	spa:lemma	manzana	
07924443-n	spa:lemma	jugo	
07924443-n	spa:lemma	de	
07924443-n	spa:lemma	arándano	
07924560-n	spa:lemma	jugo	
07924560-n	spa:lemma	de	
07924560-n	spa:lemma	uva	
07924655-n	spa:lemma	mosto	
07924834-n	spa:lemma	jugo	
07924834-n	spa:lemma	de	
07924834-n	spa:lemma	naranja	
07924834-n	spa:lemma	zumo	
07924834-n	spa:lemma	de	
07924834-n	spa:lemma	naranja	
07925229-n	spa:lemma	zumo	
07925229-n	spa:lemma	de	
07925229-n	spa:lemma	limón	
07925229-n	spa:lemma	jugo	
07925229-n	spa:lemma	de	
07925229-n	spa:lemma	limón	
07925500-n	spa:lemma	jugo	
07925500-n	spa:lemma	de	
07925500-n	spa:lemma	tomate	
07925808-n	spa:lemma	kumis	
07926250-n	spa:lemma	limonada	
07926442-n	spa:lemma	naranjada	
07927197-n	spa:lemma	bebida	
07927197-n	spa:lemma	de	
07927197-n	spa:lemma	fantasia	
07927512-n	spa:lemma	soda	
07927931-n	spa:lemma	cola	
07929351-n	spa:lemma	grano	
07929351-n	spa:lemma	de	
07929351-n	spa:lemma	café	
07929351-n	spa:lemma	café	
07929519-n	spa:lemma	café	
07929519-n	spa:lemma	tinto	
07932841-n	spa:lemma	hoja	
07932841-n	spa:lemma	de	
07932841-n	spa:lemma	té	
07933274-n	spa:lemma	té	
07934282-n	spa:lemma	té	
07934282-n	spa:lemma	helado	
07934530-n	spa:lemma	té	
07934530-n	spa:lemma	negro	
07935152-n	spa:lemma	té	
07935152-n	spa:lemma	verde	
07936093-n	spa:lemma	almíbar	
07936177-n	spa:lemma	agua	
07936177-n	spa:lemma	del	
07936177-n	spa:lemma	grifo	
07936263-n	spa:lemma	agua	
07936263-n	spa:lemma	potable	
07936548-n	spa:lemma	soda	
07936548-n	spa:lemma	agua	
07936548-n	spa:lemma	de	
07936548-n	spa:lemma	Seltz	
07936745-n	spa:lemma	agua	
07936745-n	spa:lemma	mineral	
07936745-n	spa:lemma	agua	
07936745-n	spa:lemma	mineralizada	
07937203-n	spa:lemma	salmuera	
07938594-n	spa:lemma	copia	
07938594-n	spa:lemma	reproducción	
07938594-n	spa:lemma	moldura	
07939880-n	spa:lemma	dicotomía	
07941945-n	spa:lemma	bioma	
07942152-n	spa:lemma	gente	
07944050-n	spa:lemma	juventud	
07944050-n	spa:lemma	joven	
07944050-n	spa:lemma	adolescente	
07944050-n	spa:lemma	mozo	
07944050-n	spa:lemma	moza	
07944050-n	spa:lemma	mancebo	
07951464-n	spa:lemma	colección	
07956721-n	spa:lemma	baraja	
07956887-n	spa:lemma	mano	
07957855-n	spa:lemma	escalera	
07957855-n	spa:lemma	real	
07957855-n	spa:lemma	mayor	
07957855-n	spa:lemma	flor	
07957855-n	spa:lemma	imperial	
07958196-n	spa:lemma	flor	
07958501-n	spa:lemma	herbario	
07959393-n	spa:lemma	edición	
07959393-n	spa:lemma	tiraje	
07959943-n	spa:lemma	manojo	
07959943-n	spa:lemma	puñado	
07959943-n	spa:lemma	ramo	
07959943-n	spa:lemma	racimo	
07959943-n	spa:lemma	amontonamiento	
07959943-n	spa:lemma	grupo	
07960769-n	spa:lemma	mechón	
07960769-n	spa:lemma	penacho	
07960769-n	spa:lemma	manojo	
07960769-n	spa:lemma	tussok	
07961480-n	spa:lemma	pila	
07961480-n	spa:lemma	cúmulo	
07962295-n	spa:lemma	basural	
07962295-n	spa:lemma	basurero	
07963087-n	spa:lemma	pila	
07963208-n	spa:lemma	almiar	
07963208-n	spa:lemma	pajar	
07963494-n	spa:lemma	pira	
07963987-n	spa:lemma	amalgama	
07965817-n	spa:lemma	público	
07966140-n	spa:lemma	sociedad	
07967982-n	spa:lemma	raza	
07968550-n	spa:lemma	raza	
07968550-n	spa:lemma	superior	
07969695-n	spa:lemma	clan	
07970406-n	spa:lemma	familia	
07971449-n	spa:lemma	casa	
07971582-n	spa:lemma	dinastía	
07972425-n	spa:lemma	feudalismo	
07972674-n	spa:lemma	patriarcado	
07974025-n	spa:lemma	clase	
07978423-n	spa:lemma	mitología	
07985223-n	spa:lemma	par	
07985384-n	spa:lemma	tiro	
07985384-n	spa:lemma	yunta	
07985628-n	spa:lemma	pareja	
07985825-n	spa:lemma	trilogía	
07986066-n	spa:lemma	trío	
07986198-n	spa:lemma	uno	
07986198-n	spa:lemma	del	
07986198-n	spa:lemma	trío	
07987380-n	spa:lemma	cuarteto	
07987580-n	spa:lemma	quinteto	
07987689-n	spa:lemma	sexteto	
07987903-n	spa:lemma	octeto	
07990158-n	spa:lemma	matrimonio	
07990158-n	spa:lemma	mixto	
07991169-n	spa:lemma	hato	
07991169-n	spa:lemma	manada	
07991169-n	spa:lemma	rebaño	
07991272-n	spa:lemma	congregación	
07991272-n	spa:lemma	grey	
07993279-n	spa:lemma	fauna	
07993776-n	spa:lemma	vida	
07993776-n	spa:lemma	silvestre	
07994331-n	spa:lemma	hato	
07994331-n	spa:lemma	rebaño	
07994331-n	spa:lemma	manada	
07994941-n	spa:lemma	jauría	
07996689-n	spa:lemma	juego	
07997703-n	spa:lemma	clase	
07997703-n	spa:lemma	categoría	
07998712-n	spa:lemma	unión	
07999068-n	spa:lemma	intersección	
07999699-n	spa:lemma	conjunto	
08000304-n	spa:lemma	intervalo	
08001083-n	spa:lemma	subgrupo	
08001209-n	spa:lemma	subconjunto	
08002125-n	spa:lemma	casa	
08002125-n	spa:lemma	de	
08002125-n	spa:lemma	cambio	
08004548-n	spa:lemma	variedad	
08004695-n	spa:lemma	espacio	
08004695-n	spa:lemma	métrico	
08004953-n	spa:lemma	espacio	
08004953-n	spa:lemma	euclídeo	
08004953-n	spa:lemma	espacio	
08004953-n	spa:lemma	euclidiano	
08005260-n	spa:lemma	cuerpo	
08005260-n	spa:lemma	campo	
08006868-n	spa:lemma	conjugación	
08008017-n	spa:lemma	paquete	
08008335-n	spa:lemma	organización	
08009478-n	spa:lemma	afiliado	
08009478-n	spa:lemma	afiliada	
08009478-n	spa:lemma	filial	
08009834-n	spa:lemma	ONG	
08011523-n	spa:lemma	Fatah	
08022259-n	spa:lemma	Hamás	
08023374-n	spa:lemma	Hezbolá	
08024408-n	spa:lemma	Ejército	
08024408-n	spa:lemma	Popular	
08024408-n	spa:lemma	de	
08024408-n	spa:lemma	Liberación	
08047747-n	spa:lemma	Cruz	
08047747-n	spa:lemma	Roja	
08050678-n	spa:lemma	gobierno	
08052413-n	spa:lemma	imperio	
08053260-n	spa:lemma	papado	
08054076-n	spa:lemma	clínica	
08055516-n	spa:lemma	cámara	
08055516-n	spa:lemma	de	
08055516-n	spa:lemma	compensación	
08056231-n	spa:lemma	empresa	
08057068-n	spa:lemma	koljós	
08057206-n	spa:lemma	oficina	
08057206-n	spa:lemma	agencia	
08058098-n	spa:lemma	empresa	
08059412-n	spa:lemma	corporación	
08068375-n	spa:lemma	Bollywood	
08073243-n	spa:lemma	mercado	
08073243-n	spa:lemma	alcista	
08074421-n	spa:lemma	rotulación	
08075388-n	spa:lemma	hermandad	
08078020-n	spa:lemma	familia	
08078020-n	spa:lemma	casa	
08078020-n	spa:lemma	hogareños	
08078020-n	spa:lemma	huéspedes	
08081668-n	spa:lemma	religión	
08082236-n	spa:lemma	cristiandad	
08094013-n	spa:lemma	judaísmo	
08095647-n	spa:lemma	Islam	
08096474-n	spa:lemma	sunismo	
08098346-n	spa:lemma	taoísmo	
08100033-n	spa:lemma	cienciología	
08101410-n	spa:lemma	raza	
08101410-n	spa:lemma	casta	
08101410-n	spa:lemma	cepa	
08101410-n	spa:lemma	variedad	
08101937-n	spa:lemma	línea	
08101937-n	spa:lemma	ascendencia	
08101937-n	spa:lemma	origen	
08102402-n	spa:lemma	genealogía	
08102555-n	spa:lemma	filo	
08103777-n	spa:lemma	clase	
08106934-n	spa:lemma	orden	
08106934-n	spa:lemma	mandato	
08110373-n	spa:lemma	especie	
08110648-n	spa:lemma	subespecie	
08111419-n	spa:lemma	tipo	
08111783-n	spa:lemma	civilización	
08114004-n	spa:lemma	ministerio	
08121117-n	spa:lemma	cuerpo	
08121117-n	spa:lemma	de	
08121117-n	spa:lemma	bomberos	
08121117-n	spa:lemma	brigada	
08121117-n	spa:lemma	de	
08121117-n	spa:lemma	bomberos	
08145553-n	spa:lemma	correos	
08145553-n	spa:lemma	casa	
08145553-n	spa:lemma	de	
08145553-n	spa:lemma	correos	
08145553-n	spa:lemma	oficina	
08145553-n	spa:lemma	de	
08145553-n	spa:lemma	correos	
08147670-n	spa:lemma	hermanos	
08149781-n	spa:lemma	secta	
08149781-n	spa:lemma	culto	
08152787-n	spa:lemma	clero	
08153102-n	spa:lemma	laico	
08160276-n	spa:lemma	pueblo	
08161068-n	spa:lemma	electorado	
08161477-n	spa:lemma	senado	
08162691-n	spa:lemma	Cámara	
08162691-n	spa:lemma	de	
08162691-n	spa:lemma	los	
08162691-n	spa:lemma	Comunes	
08162860-n	spa:lemma	Cámara	
08162860-n	spa:lemma	de	
08162860-n	spa:lemma	los	
08162860-n	spa:lemma	Lores	
08164585-n	spa:lemma	administración	
08166552-n	spa:lemma	nación	
08168367-n	spa:lemma	extranjero	
08168831-n	spa:lemma	tercer	
08168831-n	spa:lemma	mundo	
08168978-n	spa:lemma	país	
08170070-n	spa:lemma	República	
08170070-n	spa:lemma	de	
08170070-n	spa:lemma	Weimar	
08170255-n	spa:lemma	tercer	
08170255-n	spa:lemma	Reich	
08173515-n	spa:lemma	UE	
08174398-n	spa:lemma	OTAN	
08176077-n	spa:lemma	OEA	
08178547-n	spa:lemma	estado	
08180190-n	spa:lemma	multitud	
08180190-n	spa:lemma	populacho	
08180190-n	spa:lemma	plebe	
08180639-n	spa:lemma	clase	
08180639-n	spa:lemma	obrera	
08180639-n	spa:lemma	proletariado	
08181658-n	spa:lemma	burguesía	
08181658-n	spa:lemma	clase	
08181658-n	spa:lemma	media	
08182716-n	spa:lemma	multitud	
08182716-n	spa:lemma	explanada	
08183290-n	spa:lemma	multitud	
08183541-n	spa:lemma	embotellamiento	
08183541-n	spa:lemma	atasco	
08183541-n	spa:lemma	caravana	
08183541-n	spa:lemma	cola	
08183541-n	spa:lemma	fila	
08183541-n	spa:lemma	presa	
08183541-n	spa:lemma	taco	
08183541-n	spa:lemma	tapón	
08183541-n	spa:lemma	trabazón	
08183541-n	spa:lemma	tranca	
08183541-n	spa:lemma	trancón	
08183541-n	spa:lemma	tranque	
08183802-n	spa:lemma	legión	
08184217-n	spa:lemma	manada	
08184217-n	spa:lemma	horda	
08184217-n	spa:lemma	legión	
08184600-n	spa:lemma	turba	
08187837-n	spa:lemma	coro	
08188449-n	spa:lemma	coro	
08189659-n	spa:lemma	unidad	
08191230-n	spa:lemma	ejército	
08191701-n	spa:lemma	marina	
08195636-n	spa:lemma	Cuerpo	
08195636-n	spa:lemma	de	
08195636-n	spa:lemma	Paz	
08196024-n	spa:lemma	fuerza	
08196024-n	spa:lemma	aérea	
08208560-n	spa:lemma	equipo	
08208560-n	spa:lemma	cuadrilla	
08209687-n	spa:lemma	policía	
08211584-n	spa:lemma	policía	
08211584-n	spa:lemma	secreta	
08213817-n	spa:lemma	regimiento	
08214083-n	spa:lemma	batallón	
08214832-n	spa:lemma	pelotón	
08217557-n	spa:lemma	sección	
08217557-n	spa:lemma	de	
08217557-n	spa:lemma	ritmo	
08218393-n	spa:lemma	turno	
08221897-n	spa:lemma	audiencia	
08221897-n	spa:lemma	público	
08223802-n	spa:lemma	comunidad	
08226699-n	spa:lemma	aldea	
08226699-n	spa:lemma	pueblo	
08226699-n	spa:lemma	pueblito	
08226699-n	spa:lemma	pueblucho	
08227214-n	spa:lemma	club	
08231184-n	spa:lemma	liga	
08233056-n	spa:lemma	sindicato	
08237863-n	spa:lemma	reparto	
08238463-n	spa:lemma	clase	
08240169-n	spa:lemma	círculo	
08240169-n	spa:lemma	grupo	
08241798-n	spa:lemma	facción	
08241798-n	spa:lemma	cábala	
08241964-n	spa:lemma	junta	
08242799-n	spa:lemma	tripulación	
08245059-n	spa:lemma	inframundo	
08245059-n	spa:lemma	submundo	
08245059-n	spa:lemma	hampa	
08245172-n	spa:lemma	crimen	
08245172-n	spa:lemma	organizado	
08245425-n	spa:lemma	mafia	
08247251-n	spa:lemma	cuarteto	
08247561-n	spa:lemma	cuarteto	
08247561-n	spa:lemma	de	
08247561-n	spa:lemma	cuerda	
08248157-n	spa:lemma	orquesta	
08248856-n	spa:lemma	orquesta	
08248856-n	spa:lemma	sinfónica	
08249038-n	spa:lemma	banda	
08249038-n	spa:lemma	grupo	
08249752-n	spa:lemma	grupo	
08249752-n	spa:lemma	de	
08249752-n	spa:lemma	pop	
08250501-n	spa:lemma	grupo	
08250501-n	spa:lemma	de	
08250501-n	spa:lemma	rock	
08251104-n	spa:lemma	cohorte	
08251756-n	spa:lemma	jet	
08251756-n	spa:lemma	set	
08253450-n	spa:lemma	mascarada	
08255660-n	spa:lemma	despedida	
08255660-n	spa:lemma	de	
08255660-n	spa:lemma	soltero	
08256567-n	spa:lemma	cena	
08256968-n	spa:lemma	partido	
08256968-n	spa:lemma	partido	
08256968-n	spa:lemma	político	
08266235-n	spa:lemma	tabla	
08267446-n	spa:lemma	clasificación	
08267446-n	spa:lemma	periódica	
08267446-n	spa:lemma	tabla	
08267446-n	spa:lemma	periódica	
08267640-n	spa:lemma	matriz	
08268085-n	spa:lemma	matriz	
08268085-n	spa:lemma	cuadrada	
08268636-n	spa:lemma	diagonal	
08268636-n	spa:lemma	principal	
08268962-n	spa:lemma	matriz	
08268962-n	spa:lemma	diagonal	
08269257-n	spa:lemma	matriz	
08269257-n	spa:lemma	identidad	
08269396-n	spa:lemma	determinante	
08271042-n	spa:lemma	galaxia	
08272352-n	spa:lemma	escalón	
08273167-n	spa:lemma	grumete	
08273843-n	spa:lemma	grupo	
08273843-n	spa:lemma	pandilla	
08276053-n	spa:lemma	puntillismo	
08276539-n	spa:lemma	parvulario	
08276720-n	spa:lemma	escuela	
08277805-n	spa:lemma	cantera	
08280124-n	spa:lemma	academia	
08288753-n	spa:lemma	subcultura	
08289282-n	spa:lemma	hip	
08289282-n	spa:lemma	hop	
08293336-n	spa:lemma	flota	
08295138-n	spa:lemma	CEI	
08295138-n	spa:lemma	Comunidad	
08295138-n	spa:lemma	de	
08295138-n	spa:lemma	Estados	
08295138-n	spa:lemma	Independientes	
08295580-n	spa:lemma	ONU	
08301005-n	spa:lemma	OACI	
08301871-n	spa:lemma	Fondo	
08301871-n	spa:lemma	Monetario	
08301871-n	spa:lemma	Internacional	
08302724-n	spa:lemma	OMS	
08303275-n	spa:lemma	confederación	
08304895-n	spa:lemma	unión	
08305114-n	spa:lemma	alianza	
08305114-n	spa:lemma	liga	
08305942-n	spa:lemma	aliado	
08306047-n	spa:lemma	casta	
08307589-n	spa:lemma	reunión	
08308410-n	spa:lemma	cónclave	
08309754-n	spa:lemma	foro	
08310949-n	spa:lemma	concejo	
08312359-n	spa:lemma	cumbre	
08319061-n	spa:lemma	cámara	
08319061-n	spa:lemma	de	
08319061-n	spa:lemma	comercio	
08319198-n	spa:lemma	parlamento	
08320201-n	spa:lemma	sóviet	
08322520-n	spa:lemma	sínodo	
08322981-n	spa:lemma	consejo	
08322981-n	spa:lemma	comité	
08322981-n	spa:lemma	junta	
08322981-n	spa:lemma	buró	
08324274-n	spa:lemma	secretaría	
08324514-n	spa:lemma	comité	
08325993-n	spa:lemma	subcomité	
08327090-n	spa:lemma	Politburó	
08327090-n	spa:lemma	Buró	
08327090-n	spa:lemma	Político	
08327616-n	spa:lemma	simposio	
08327816-n	spa:lemma	seminario	
08329113-n	spa:lemma	patrulla	
08329453-n	spa:lemma	corte	
08329453-n	spa:lemma	tribunal	
08329453-n	spa:lemma	juzgado	
08330106-n	spa:lemma	tribunal	
08330106-n	spa:lemma	de	
08330106-n	spa:lemma	apelación	
08335087-n	spa:lemma	tribunal	
08335087-n	spa:lemma	testamentario	
08337324-n	spa:lemma	oficina	
08339454-n	spa:lemma	servicio	
08339454-n	spa:lemma	de	
08339454-n	spa:lemma	inteligencia	
08350244-n	spa:lemma	Banco	
08350244-n	spa:lemma	Central	
08350244-n	spa:lemma	Europeo	
08354352-n	spa:lemma	agencia	
08354352-n	spa:lemma	de	
08354352-n	spa:lemma	empleo	
08355075-n	spa:lemma	agencia	
08355075-n	spa:lemma	de	
08355075-n	spa:lemma	información	
08355075-n	spa:lemma	agencia	
08355075-n	spa:lemma	de	
08355075-n	spa:lemma	noticias	
08355692-n	spa:lemma	agencia	
08355692-n	spa:lemma	de	
08355692-n	spa:lemma	viajes	
08357992-n	spa:lemma	cuórum	
08360672-n	spa:lemma	movimiento	
08360672-n	spa:lemma	clandestino	
08360672-n	spa:lemma	organización	
08360672-n	spa:lemma	clandestina	
08361001-n	spa:lemma	autocracia	
08361172-n	spa:lemma	constitucionalismo	
08361329-n	spa:lemma	república	
08361924-n	spa:lemma	hegemonía	
08362302-n	spa:lemma	oclocracia	
08362455-n	spa:lemma	oligarquía	
08362775-n	spa:lemma	plutocracia	
08362917-n	spa:lemma	república	
08363106-n	spa:lemma	tecnocracia	
08363812-n	spa:lemma	monarquía	
08364143-n	spa:lemma	capitalismo	
08364757-n	spa:lemma	industrialismo	
08364959-n	spa:lemma	economía	
08364959-n	spa:lemma	de	
08364959-n	spa:lemma	mercado	
08366440-n	spa:lemma	nazismo	
08366753-n	spa:lemma	economía	
08367683-n	spa:lemma	pluralismo	
08368757-n	spa:lemma	ecosistema	
08369142-n	spa:lemma	posteridad	
08369406-n	spa:lemma	generación	
08371838-n	spa:lemma	explosión	
08371838-n	spa:lemma	de	
08371838-n	spa:lemma	natalidad	
08371838-n	spa:lemma	baby-boom	
08372411-n	spa:lemma	tribu	
08372715-n	spa:lemma	retablo	
08372715-n	spa:lemma	cuadro	
08372715-n	spa:lemma	vivo	
08376051-n	spa:lemma	jerarquía	
08383417-n	spa:lemma	sociedad	
08383417-n	spa:lemma	anónima	
08385009-n	spa:lemma	cita	
08385717-n	spa:lemma	cita	
08386555-n	spa:lemma	élite	
08387035-n	spa:lemma	la	
08387035-n	spa:lemma	flor	
08387035-n	spa:lemma	y	
08387035-n	spa:lemma	la	
08387035-n	spa:lemma	crema	
08387035-n	spa:lemma	crema	
08387354-n	spa:lemma	intelligentsia	
08387354-n	spa:lemma	inteliguentsia	
08387354-n	spa:lemma	inteligencia	
08388207-n	spa:lemma	aristocracia	
08388207-n	spa:lemma	nobleza	
08389297-n	spa:lemma	artillería	
08389572-n	spa:lemma	batería	
08390157-n	spa:lemma	infantería	
08390511-n	spa:lemma	milicia	
08397255-n	spa:lemma	tropas	
08397856-n	spa:lemma	caballería	
08398467-n	spa:lemma	aquelarre	
08398773-n	spa:lemma	surtido	
08398773-n	spa:lemma	variedad	
08398773-n	spa:lemma	colección	
08399586-n	spa:lemma	escala	
08399977-n	spa:lemma	fárrago	
08399977-n	spa:lemma	mezcolanza	
08400331-n	spa:lemma	camada	
08400452-n	spa:lemma	lote	
08400772-n	spa:lemma	hornada	
08401554-n	spa:lemma	clientela	
08401819-n	spa:lemma	gentuza	
08401819-n	spa:lemma	flaite	
08402442-n	spa:lemma	comisión	
08402442-n	spa:lemma	delegación	
08404549-n	spa:lemma	destacamento	
08405603-n	spa:lemma	reino	
08406486-n	spa:lemma	fundación	
08407619-n	spa:lemma	exposición	
08408557-n	spa:lemma	feria	
08409617-n	spa:lemma	secundaria	
08409617-n	spa:lemma	preparatoria	
08409617-n	spa:lemma	bachillerato	
08411701-n	spa:lemma	internado	
08412136-n	spa:lemma	parvulario	
08412136-n	spa:lemma	jardín	
08412136-n	spa:lemma	de	
08412136-n	spa:lemma	infancia	
08412136-n	spa:lemma	jardín	
08412136-n	spa:lemma	infantil	
08412136-n	spa:lemma	kínder	
08412749-n	spa:lemma	escuela	
08412749-n	spa:lemma	primaria	
08414119-n	spa:lemma	jurado	
08414381-n	spa:lemma	panel	
08415661-n	spa:lemma	lanza	
08416328-n	spa:lemma	izquierda	
08417801-n	spa:lemma	caravana	
08420278-n	spa:lemma	banca	
08420278-n	spa:lemma	banco	
08423057-n	spa:lemma	caja	
08423057-n	spa:lemma	de	
08423057-n	spa:lemma	ahorros	
08425173-n	spa:lemma	mercado	
08425173-n	spa:lemma	negro	
08427629-n	spa:lemma	caravana	
08427918-n	spa:lemma	cabalgada	
08428485-n	spa:lemma	desfile	
08428485-n	spa:lemma	parada	
08429167-n	spa:lemma	séquito	
08430203-n	spa:lemma	fila	
08430203-n	spa:lemma	hilera	
08430203-n	spa:lemma	cola	
08431437-n	spa:lemma	fila	
08431437-n	spa:lemma	línea	
08431437-n	spa:lemma	pista	
08431942-n	spa:lemma	fila	
08432345-n	spa:lemma	fila	
08432345-n	spa:lemma	cola	
08432345-n	spa:lemma	línea	
08433575-n	spa:lemma	columna	
08436203-n	spa:lemma	sintaxis	
08436288-n	spa:lemma	cuerpo	
08436759-n	spa:lemma	vegetación	
08436759-n	spa:lemma	flora	
08437515-n	spa:lemma	matorral	
08438533-n	spa:lemma	bosque	
08438533-n	spa:lemma	floresta	
